,name,price_now,price_before,sale,available,stats,image,link,site,category
10,ASUS PRIME H510M-D Hovedkort,1199.0,,,13,"['LGA', '1200', 'mATX', 'DDR4', 'PCIe', '4.0', 'M.2']",komplett.no/img/p/800/1179782.jpg,komplett.no/product/1179782/datautstyr/pc-komponenter/hovedkort/intel-socket/asus-prime-h510m-d-hovedkort?productList=notSet&position=11,komplett,hovedkort
11,ASRock Z690 Extreme Hovedkort,3199.0,,,5,"['LGA', '1700', 'ATX', 'DDR4', '1', 'PCIe', '5.0', 'x16', '2x', 'm.2', '8xUSB', '3.2']",komplett.no/img/p/800/1202018.jpg,komplett.no/product/1202018/datautstyr/pc-komponenter/hovedkort/intel-socket/asrock-z690-extreme-hovedkort?productList=notSet&position=12,komplett,hovedkort
12,ASUS PRIME Z690-P D4 Hovedkort,2599.0,,,16,"['LGA', '1700', 'ATX', 'DDR4', '1', 'x', 'PCIe', '5.0/4.0/3.0', 'x16', '3x', 'm.2', '4xUSB', '3.2']",komplett.no/img/p/800/1198170.jpg,komplett.no/product/1198170/datautstyr/pc-komponenter/hovedkort/intel-socket/asus-prime-z690-p-d4-hovedkort?productList=notSet&position=13,komplett,hovedkort
13,Gigabyte X570 AORUS Xtreme Hovedkort,8399.0,,,2,"['AM4', 'ATX', 'DDR4', '3x', 'PCIe', '4.0', 'x16', '3x', 'M.2', 'USB', '3.2', 'WiFi']",komplett.no/img/p/800/1132690.jpg,komplett.no/product/1132690/datautstyr/pc-komponenter/hovedkort/amd-socket/gigabyte-x570-aorus-xtreme-hovedkort?productList=notSet&position=14,komplett,hovedkort
14,ASUS PRIME H570-PLUS Hovedkort,1699.0,,,8,"['LGA', '1200', 'ATX', 'DDR4', 'PCIe', '4.0', '2x', 'M.2']",komplett.no/img/p/800/1179785.jpg,komplett.no/product/1179785/datautstyr/pc-komponenter/hovedkort/intel-socket/asus-prime-h570-plus-hovedkort?productList=notSet&position=15,komplett,hovedkort
15,ASUS ROG Strix Z590-E GAMING WIFI Hovedkort,4249.0,,,7,"['LGA', '1200', 'ATX', 'DDR4', 'PCIe', '4.0', '4x', 'M.2', 'WiFi', '6E']",komplett.no/img/p/800/1178580.jpg,komplett.no/product/1178580/datautstyr/pc-komponenter/hovedkort/intel-socket/asus-rog-strix-z590-e-gaming-wifi-hovedkort?productList=notSet&position=16,komplett,hovedkort
16,MSI MAG B560 TOMAHAWK WIFI Hovedkort,1949.0,,,0,"['LGA', '1200', 'ATX', 'DDR4', 'PCIe', '4.0', '3x', 'M.2', 'WiFi', '6E']",komplett.no/img/p/800/1179272.jpg,komplett.no/product/1179272/datautstyr/pc-komponenter/hovedkort/intel-socket/msi-mag-b560-tomahawk-wifi-hovedkort?productList=notSet&position=17,komplett,hovedkort
17,Raspberry Pi 4 Stromadapter USB-C,239.0,,,50,"['for', 'Raspberry', 'Pi', '4', '5.1V', '/', '3A', '1.5m']",komplett.no/img/p/800/1133588.jpg,komplett.no/product/1133588/datautstyr/pc-komponenter/hovedkort/tilbehoer/raspberry-pi-4-stroemadapter-usb-c?productList=notSet&position=18,komplett,hovedkort
18,ASUS PRIME B550-PLUS Hovedkort,1549.0,,,48,"['AM4', 'ATX', 'DDR4', '2x', 'M.2', 'PCIe', '4.0']",komplett.no/img/p/800/1160729.jpg,komplett.no/product/1160729/datautstyr/pc-komponenter/hovedkort/amd-socket/asus-prime-b550-plus-hovedkort?productList=notSet&position=19,komplett,hovedkort
19,ASUS TUF Gaming X570-Plus WiFi Hovedkort,2949.0,,,10,"['AM4', 'ATX', 'DDR4', 'PCIe', '4.0', 'x16', '2x', 'M.2', 'USB', '3.2', 'WiFi']",komplett.no/img/p/800/1132535.jpg,komplett.no/product/1132535/datautstyr/pc-komponenter/hovedkort/amd-socket/asus-tuf-gaming-x570-plus-wifi-hovedkort?productList=notSet&position=20,komplett,hovedkort
20,ST Lab PCIe 3.0 USB3.1 4-Port (Type-A),1199.0,,,9,[],komplett.no/img/p/800/1149316.jpg,komplett.no/product/1149316/datautstyr/pc-komponenter/hovedkort/tilbehoer/st-lab-pcie-30-usb31-4-port-type-a?productList=notSet&position=21,komplett,hovedkort
